video_id,title,channel_name,views,duration_seconds,duration_minutes,days_since_upload,title_length,title_uppercase_ratio,title_word_count,views_per_day,data_source,video_age_category,is_recent,log_days_since_upload,duration_category,is_short_video,is_long_video,log_duration,has_clickbait_words,has_numbers,has_question,has_exclamation,title_length_category,log_views,log_views_per_day,view_velocity,is_high_view
Z1Yd7upQsXY,Python Tutorial for Absolute Beginners #1 - What Are Variables?,Unknown,9300000,0,0.0,2555,63,0.14,10,3639.921722113503,scraped,old,0,7.846198815497425,very_short,1,0,0.0,0,1,0,0,long,16.04552506565036,8.199992148936774,183987.15176787638,1
Gx5qb1uHss4,10 Important Python Concepts In 20 Minutes,Unknown,1000000,0,0.0,365,42,0.15625,7,2739.72602739726,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,medium,13.815511557963774,7.915978137785487,52342.39225902138,0
XKHEtdqhLK8,Python Full Course for free 🐍,Unknown,21000000,0,0.0,1460,29,0.1304347826086956,6,14383.561643835616,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,0,0,0,short,16.860033043306743,9.57391080237817,549595.1187197245,1
eWRfhZUzrAc,Python for Beginners – Full Course [Programming Tutorial],Unknown,3800000,0,0.0,1095,57,0.1276595744680851,8,3470.319634703196,scraped,old,0,6.999422467507961,very_short,1,0,0.0,0,0,0,0,long,15.150511887854474,8.152290098831237,114835.59819094489,1
LmTOAMpNYFA,Python Lambda Functions: Visually Explained | #Python Course 32,Unknown,1500,0,0.0,0,63,0.14,9,1500.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,long,7.313886831633462,7.313886831633462,1500.0,0
H2EJuAcrZYU,Python Full Course for Beginners | Complete All-in-One Tutorial | 9 Hours,Unknown,966000,0,0.0,730,73,0.1578947368421052,12,1323.2876712328766,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,1,0,0,very_long,13.780920148390807,7.188629987241375,35753.264052544335,0
OEWAgzYv2mE,Seaborn Python Tutorial: How to Analyze Data Like a Data Analyst (Step-by-Step Guide),Unknown,0,0,0.0,0,85,0.1764705882352941,13,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,1,0,0,0,very_long,0.0,0.0,0.0,0
CzBCndM3Lf4,Mind-Blowing AI: Chat With Your Receipts Using Vectorize.io + Python!,Unknown,29,0,0.0,0,69,0.2,10,29.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,0,0,1,long,3.4011973816621555,3.4011973816621555,29.0,0
Ob6VnSgW_Cw,Union of Sets in Python  | Python Tutorial | Python Full Course - Lecture #52,Unknown,13,0,0.0,0,77,0.1607142857142857,15,13.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,very_long,2.6390573296152584,2.6390573296152584,13.0,0
rWC0G0qw9ng,torch compile and Diffusers - A Hands On Guide to Peak Performance - PyTorch Compiler Series,Unknown,350,0,0.0,0,92,0.1466666666666666,16,350.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,0,0,0,very_long,5.860786223465865,5.860786223465865,350.0,0
BLPdQ7OvbO0,How to Create and Activate a Virtual Environment in Python venv Tutorial,Unknown,0,0,0.0,0,72,0.1147540983606557,12,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,1,0,0,0,very_long,0.0,0.0,0.0,0
MGE0lNFWPGE,python#python tutorial#python programming#learn python#python coding #python coding tutorial#drawing,Unknown,0,0,0.0,0,100,0.0,8,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,0,0,0,very_long,0.0,0.0,0.0,0
KWj0nbbO9dA,PYTHON with AI tutorials || Demo - 1 || by Mr. N. Vijay Sunder Sagar On 28-10-2025 @6AM (IST),Unknown,28,0,0.0,0,93,0.3773584905660377,19,28.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,very_long,3.367295829986474,3.367295829986474,28.0,0
VBvTuWSkVB8,Intersection of Sets in Python  | Python Tutorial | Python Full Course - Lecture #53,Unknown,9,0,0.0,0,84,0.1428571428571428,15,9.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,very_long,2.302585092994046,2.302585092994046,9.0,0
nSPkZap5th8,How to use the ChatGPT API with Python | Coding Tutorial,Unknown,0,0,0.0,0,56,0.2444444444444444,11,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,1,0,0,0,long,0.0,0.0,0.0,0
oN9Hmjy4FZM,Master Range() Method in Python | Python Tutorial for Beginners 2025 🚀,Unknown,0,0,0.0,0,70,0.1372549019607843,12,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,long,0.0,0.0,0.0,0
AZi8zTWyK60,What are Immutable Data Types in Python? (Hindi) | Learn Python Using AI | Part 7,Unknown,0,0,0.0,0,81,0.2,16,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,very_long,0.0,0.0,0.0,0
z0BPPhggARA,Hands-on with the new sampling profiler in Python 3.15,Unknown,76,0,0.0,0,54,0.048780487804878,9,76.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,long,4.343805421853684,4.343805421853684,76.0,0
mYh0QvOA6Qw,🐍 Install Python in 5 Minutes | Complete Beginner Guide (2025 Update) | TrickyOps 2025/26,Unknown,0,0,0.0,0,89,0.1551724137931034,15,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,very_long,0.0,0.0,0.0,0
MmTVhIxEEqA,Support Vector Machine Explained with Example | SVM Algorithm Tutorial | How SVM Works? | MindMajix,Unknown,18,0,0.0,0,99,0.2125,16,18.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,0,0,0,very_long,2.9444389791664403,2.9444389791664403,18.0,0
M2YzX6b1LUQ,How to Use Radio Buttons in CustomTkinter | Python GUI Tutorial for Beginners,Unknown,0,0,0.0,0,77,0.1875,13,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,1,0,0,0,very_long,0.0,0.0,0.0,0
7N6CgpCKQB8,Eval Function In Python In Hindi | Use Of Eval() Function | Python Tutorial 2025,Unknown,0,0,0.0,0,80,0.2068965517241379,15,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,very_long,0.0,0.0,0.0,0
edGn99ZjX-0,enumerate() Function - Examples Exorcises Quiz | Python Tutorial,Unknown,0,0,0.0,0,64,0.1153846153846153,9,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,0,0,0,long,0.0,0.0,0.0,0
mN6KYcLkZ3g,Lecture 1: variables and tokens explained | Python Tutorial for Beginners,Unknown,0,0,0.0,0,73,0.0666666666666666,11,0.0,scraped,very_recent,1,0.0,very_short,1,0,0.0,0,1,0,0,very_long,0.0,0.0,0.0,0
VchuKL44s6E,Python As Fast as Possible - Learn Python in ~75 Minutes,Unknown,2100000,0,0.0,1825,56,0.1666666666666666,11,1150.6849315068494,scraped,old,0,7.509883061154913,very_short,1,0,0.0,0,1,0,0,long,14.557448378884015,7.0489813068928635,49157.28182237484,0
mRMmlo_Uqcs,you need to learn Python RIGHT NOW!! // EP 1,Unknown,2700000,0,0.0,1460,44,0.3666666666666666,10,1849.3150684931504,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,1,0,1,medium,14.80876270134486,7.523111210865324,70662.22954967886,1
qEwnlMBaLfc,Python in Excel - Beginner Tutorial,Unknown,476000,0,0.0,730,35,0.1379310344827586,6,652.054794520548,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,0,0,0,medium,13.073175234051686,6.481661037732355,17617.550402703004,0
YYXdXT2l-Gg,Python Tutorial for Beginners 1: Install and Setup for Mac and Windows,Unknown,3800000,0,0.0,2920,70,0.1228070175438596,12,1301.3698630136987,scraped,old,0,7.979681302387741,very_short,1,0,0.0,0,1,0,0,long,15.150511887854474,7.171940855402617,70322.1549687725,1
WEm3EUdicDg,Python Tutorial in 30 Minutes (Crash Course for Absolute Beginners),Unknown,191000,0,0.0,1460,67,0.1296296296296296,10,130.82191780821918,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,1,0,0,long,12.160033942617156,4.88145190420801,4998.698460736541,0
ZDa-Z5JzLYM,Python OOP Tutorial 1: Classes and Instances,Unknown,4800000,0,0.0,3285,44,0.1944444444444444,7,1461.1872146118722,scraped,old,0,8.097426298597213,very_short,1,0,0.0,0,1,0,0,medium,15.38412668421143,7.28768868588163,83747.8276144342,1
mB0EBW-vDSQ,Do THIS instead of watching endless tutorials - how I’d learn Python FAST…,Unknown,403000,0,0.0,150,74,0.1864406779661017,13,2686.6666666666665,scraped,quarter_old,0,5.017279836814924,very_short,1,0,0.0,0,0,0,0,very_long,12.90669432231532,7.896428686016912,32904.81221138736,0
8KCuHHeC_M0,Learn Python in 1 hour! 🐍,Unknown,389000,0,0.0,365,25,0.1176470588235294,6,1065.7534246575342,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,1,short,12.871337193291367,6.972375132428585,20361.190588759313,0
9Os0o3wzS_I,Python Tutorial for Beginners 8: Functions,Unknown,1200000,0,0.0,2920,42,0.1142857142857142,6,410.958904109589,scraped,old,0,7.979681302387741,very_short,1,0,0.0,0,1,0,0,medium,13.997832948091215,6.02092359706761,22206.996305928158,0
wUSDVGivd-8,Python for Data Analytics - Full Course for Beginners,Unknown,988000,0,0.0,365,53,0.1363636363636363,9,2706.849315068493,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,0,0,0,long,13.803438988875241,7.903909988122252,51714.28355191312,0
ygXn5nV5qFc,Python for AI - Full Beginner Course,Unknown,29000,0,0.0,7,36,0.2068965517241379,7,4142.857142857143,scraped,very_recent,1,2.0794415416798357,very_short,1,0,0.0,0,0,0,0,medium,10.275085591132715,8.329382310096344,10960.96971726759,0
BO6LjtEOGZw,Learn Python With 5 Projects - From Beginner to Advanced,Unknown,142000,0,0.0,365,56,0.1555555555555555,10,389.041095890411,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,long,11.863589378812122,5.96625210765021,7432.619700781035,0
PNSIWjWAA7o,All Python Syntax in 25 Minutes – Tutorial,Unknown,153000,0,0.0,730,42,0.15625,8,209.5890410958904,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,1,0,0,medium,11.938199736300925,5.349908561764209,5662.78405801168,0
NpmFbWO6HPU,9 HOURS of Python Projects - From Beginner to Advanced,Unknown,1800000,0,0.0,365,54,0.2325581395348837,10,4931.506849315068,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,long,14.403297778421795,8.503602626505044,94216.30606623847,0
yYALsys-P_w,Python Classes in 1 Minute!,Unknown,419000,0,0.0,730,27,0.1428571428571428,5,573.972602739726,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,1,0,1,short,12.945628585536271,6.354322392253004,15507.88575363983,0
HGOBQPFzWKo,Intermediate Python Programming Course,Unknown,4200000,0,0.0,1825,38,0.1142857142857142,4,2301.3698630136987,scraped,old,0,7.509883061154913,very_short,1,0,0.0,0,0,0,0,medium,15.250595321348806,7.741694246668397,98314.56364474968,1
hEgO047GxaQ,#1 Python Tutorial for Beginners | Introduction to Python,Unknown,5800000,0,0.0,2555,57,0.108695652173913,9,2270.058708414873,scraped,old,0,7.846198815497425,very_short,1,0,0.0,0,1,0,0,long,15.573368647930426,7.728001393120988,114744.67529609495,1
xAcTmDO6NTI,Lecture 1: Introduction to CS and Programming Using Python,Unknown,1500000,0,0.0,365,58,0.1458333333333333,9,4109.58904109589,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,long,14.220976332738882,8.321321616222527,78513.58838853207,0
M81pfi64eeM,Python Pydantic Tutorial: Complete Data Validation Course (Used by FastAPI),Unknown,9200,0,0.0,1,75,0.1904761904761904,10,9200.0,scraped,very_recent,1,0.6931471805599453,very_short,1,0,0.0,0,0,0,0,very_long,9.127067452782361,9.127067452782361,9200.0,0
mMv6OSuitWw,Python 101: Learn the 5 Must-Know Concepts,Unknown,1500000,0,0.0,730,42,0.1666666666666666,7,2054.794520547945,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,1,0,0,medium,14.220976332738882,7.628417680212854,55517.490764820395,0
M576WGiDBdQ,"Solidity, Blockchain, and Smart Contract Course – Beginner to Expert Python Tutorial",Unknown,3600000,0,0.0,1460,84,0.1285714285714285,12,2465.753424657534,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,0,0,0,very_long,15.096444681204078,7.810658162064086,94216.30606623847,1
Lc5LKDqhyzs,Python Full Course For Beginners (Learn How To Code in 2025),Unknown,55000,0,0.0,14,60,0.2045454545454545,11,3928.571428571429,scraped,recent,1,2.70805020110221,very_short,1,0,0.0,1,1,0,0,long,10.915106645867503,8.276285647662696,14699.368305183341,0
fLBRl_00LCA,Python Beginner Tutorial,Unknown,2700,0,0.0,4,24,0.1363636363636363,3,675.0,scraped,very_recent,1,1.6094379124341003,very_short,1,0,0.0,0,0,0,0,short,7.901377353792616,6.516193076042964,1350.0,0
xkZMUX_oQX4,Python - Introduction - W3Schools.com,Unknown,733000,0,0.0,365,37,0.1379310344827586,5,2008.219178082192,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,medium,13.504902345124338,7.605501456963817,38366.97352586267,0
apACNr7DC_s,Python Classes and Objects  ||  Python Tutorial  ||  Learn Python Programming,Unknown,1000000,0,0.0,2920,77,0.135593220338983,11,342.4657534246575,scraped,old,0,7.979681302387741,very_short,1,0,0.0,0,0,0,0,very_long,13.815511557963774,5.839087407782843,18505.83025494013,0
6i3e-j3wSf0,Python Tutorial for Beginners with VS Code 🐍,Unknown,574000,0,0.0,730,44,0.1666666666666666,8,786.3013698630137,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,0,0,0,medium,13.260386417460465,6.668611110139389,21244.69313267127,0
Sg4GMVMdOPo,Start coding with PYTHON in 5 minutes! 🐍,Unknown,492000,0,0.0,365,40,0.2333333333333333,8,1347.945205479452,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,1,medium,13.106236027992704,7.20707823676119,25752.456991438517,0
c8yHTlrs9EA,SQLite in Python || Python Tutorial || Learn Python Programming,Unknown,88000,0,0.0,730,63,0.18,10,120.54794520547944,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,0,0,0,long,11.385103457032141,4.800308795686947,3257.0261248694633,0
94UHCEmprCY,Python For Loops - Python Tutorial for Absolute Beginners,Unknown,745000,0,0.0,2190,57,0.1458333333333333,9,340.1826484018265,scraped,old,0,7.692113339595466,very_short,1,0,0.0,0,0,0,0,long,13.521140839642674,5.832417959699022,15919.675658108135,0
XCKWZAtKTnU,Python Tutorial 1: Introduction to Python for Absolute Beginners,Unknown,252000,0,0.0,1460,64,0.1111111111111111,9,172.6027397260274,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,1,0,0,long,12.437188334739655,5.156769583933673,6595.141424636693,0
ukzFI9rgwfU,Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2024 | Simplilearn,Unknown,5200000,0,0.0,2555,100,0.1447368421052631,16,2035.225048923679,scraped,old,0,7.846198815497425,very_short,1,0,0.0,0,1,0,0,very_long,15.46416937585933,7.618852906396701,102874.536472361,1
PeMlggyqz0Y,Machine Learning Explained in 100 Seconds,Unknown,927000,0,0.0,1460,41,0.1212121212121212,6,634.931506849315,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,1,0,0,medium,13.739709923296061,6.455090863907594,24260.698812056406,0
i_LwzRVP7bg,Machine Learning for Everybody – Full Course,Unknown,9200000,0,0.0,1095,44,0.1351351351351351,7,8401.826484018266,scraped,old,0,6.999422467507961,very_short,1,0,0.0,0,0,0,0,medium,16.034714150714915,9.036323414425272,278023.02719912975,1
9vM4p9NN0Ts,Stanford CS229 I Machine Learning I Building Large Language Models (LLMs),Unknown,1600000,0,0.0,365,73,0.2413793103448276,11,4383.561643835616,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,very_long,14.285514812209815,8.385844932610967,83747.8276144342,0
cI-ZViywRmw,Machine learning techniques II BCS055 II well defined learning problem II B.Tech CS-CSE 2025,Unknown,52,0,0.0,1,92,0.2428571428571428,14,52.0,scraped,very_recent,1,0.6931471805599453,very_short,1,0,0.0,0,1,0,0,very_long,3.970291913552122,3.970291913552122,52.0,0
qYNweeDHiyU,"AI, Machine Learning, Deep Learning and Generative AI Explained",Unknown,2300000,0,0.0,365,63,0.1886792452830188,9,6301.369863013699,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,0,0,0,long,14.648420115681892,8.748681010378238,120387.50219574916,1
h0e2HAPTGF4,11. Introduction to Machine Learning,Unknown,1700000,0,0.0,2920,36,0.1034482758620689,5,582.1917808219179,scraped,old,0,7.979681302387741,very_short,1,0,0.0,0,1,0,0,medium,14.346139397261565,6.368516087354256,31459.911433398225,0
9gGnTQTYNaE,What is Machine Learning?,Unknown,326000,0,0.0,1460,25,0.1428571428571428,4,223.2876712328767,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,0,0,0,short,12.694655727828803,5.412929474491101,8531.809938220484,0
4RixMPF4xis,AI vs Machine Learning,Unknown,1400000,0,0.0,730,22,0.2105263157894736,4,1917.8082191780825,scraped,old,0,6.594413459749778,very_short,1,0,0.0,0,0,0,0,short,14.151983508870947,7.55945955311784,51816.32471383237,0
aircAruvnKk,But what is a neural network? | Deep learning chapter 1,Unknown,21000000,0,0.0,2920,55,0.0476190476190476,11,7191.780821917808,scraped,old,0,7.979681302387741,very_short,1,0,0.0,0,1,0,0,long,16.860033043306743,8.880833138378193,388622.43535374274,1
6M5VXKLf4D4,Deep Learning | What is Deep Learning? | Deep Learning Tutorial For Beginners | 2023 | Simplilearn,Unknown,1500000,0,0.0,2190,98,0.1506849315068493,17,684.931506849315,scraped,old,0,7.692113339595466,very_short,1,0,0.0,0,1,0,0,very_long,14.220976332738882,6.530777778498136,32053.038237801615,0
7eh4d6sabA0,Python Machine Learning Tutorial (Data Science),Unknown,3400000,0,0.0,1825,47,0.15,6,1863.013698630137,scraped,old,0,7.509883061154913,very_short,1,0,0.0,0,0,0,0,medium,15.039286283703994,7.530487344269035,79587.9800933688,1
q6kJ71tEYqM,Machine Learning vs Deep Learning,Unknown,878000,0,0.0,1095,33,0.1379310344827586,5,801.8264840182649,scraped,old,0,6.999422467507961,very_short,1,0,0.0,0,0,0,0,medium,13.68540301156877,6.688138605937413,26533.067160960425,0
z-EtmaFJieY,Machine Learning & Artificial Intelligence: Crash Course Computer Science #34,Unknown,961000,0,0.0,2555,77,0.1269841269841269,10,376.1252446183953,scraped,old,0,7.846198815497425,very_short,1,0,0.0,0,1,0,0,very_long,13.775730728534615,5.932577346119109,19012.00568268056,0
PcbuKRNtCUc,Essential Machine Learning and AI Concepts Animated,Unknown,216000,0,0.0,180,51,0.1555555555555555,7,1200.0,scraped,quarter_old,0,5.198497031265826,very_short,1,0,0.0,0,0,0,0,long,12.283038316285214,7.0909098220799835,16099.689437998484,0
V_xro1bcAuA,PyTorch for Deep Learning & Machine Learning – Full Course,Unknown,2800000,0,0.0,1095,58,0.1702127659574468,10,2557.077625570776,scraped,old,0,6.999422467507961,very_short,1,0,0.0,0,0,0,0,long,14.845130332288226,7.847011327874902,84615.70393016993,1
5q87K1WaoFI,Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED,Unknown,2400000,0,0.0,1460,78,0.1846153846153846,12,1643.835616438356,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,1,0,0,very_long,14.690979711984754,7.405395728989411,62810.87071082565,1
Gv9_4yMHFhI,A Gentle Introduction to Machine Learning,Unknown,1300000,0,0.0,2190,41,0.1388888888888889,6,593.6073059360731,scraped,old,0,7.692113339595466,very_short,1,0,0.0,0,0,0,0,medium,14.077875591662238,6.3879011976329325,27779.299806094736,0
0YdpwSYMY6I,All Machine Learning Models Clearly Explained!,Unknown,358000,0,0.0,240,46,0.15,6,1491.6666666666667,scraped,quarter_old,0,5.484796933490655,very_short,1,0,0.0,0,0,0,1,medium,12.788291058675025,7.30831950849059,23108.80063237092,0
jGwO_UgTS7I,"Stanford CS229: Machine Learning Course, Lecture 1 - Andrew Ng (Autumn 2018)",Unknown,3900000,0,0.0,1825,76,0.1923076923076923,12,2136.986301369863,scraped,old,0,7.509883061154913,very_short,1,0,0.0,0,1,0,0,very_long,15.176487367510099,7.667619684347375,91292.09481298184,1
Fa_V9fP2tpU,All Machine Learning Concepts Explained in 22 Minutes,Unknown,338000,0,0.0,330,53,0.1363636363636363,8,1024.2424242424242,scraped,quarter_old,0,5.802118375377063,very_short,1,0,0.0,0,1,0,0,long,12.73080413304066,6.932684375064107,18606.287630635496,0
EuBBz3bI-aA,Machine Learning Fundamentals: Bias and Variance,Unknown,1500000,0,0.0,2555,48,0.119047619047619,6,587.0841487279844,scraped,old,0,7.846198815497425,very_short,1,0,0.0,0,0,0,0,medium,14.220976332738882,6.3768700477409626,29675.3470593349,0
JxgmHe2NyeY,Complete Machine Learning In 6 Hours| Krish Naik,Unknown,1500000,0,0.0,1095,48,0.1794871794871795,8,1369.86301369863,scraped,old,0,6.999422467507961,very_short,1,0,0.0,0,1,0,0,medium,14.220976332738882,7.223195757501439,45329.84139116246,0
SmZmBKc7Lrs,The Most Important Algorithm in Machine Learning,Unknown,863000,0,0.0,365,48,0.1428571428571428,7,2364.3835616438355,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,0,0,0,medium,13.668171128813444,7.768695470289121,45171.48451953544,0
uyOMOIEIRMI,Genius Machine Learning Advice for 10 Minutes Straight,Unknown,132000,0,0.0,365,54,0.1333333333333333,8,361.6438356164384,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,long,11.790564777297387,5.8934211835026415,6909.195778190821,0
tmB5JIX3Lxk,Intro to Machine Learning featuring Generative AI,Unknown,97000,0,0.0,210,49,0.1395348837209302,7,461.9047619047619,scraped,quarter_old,0,5.351858133476067,very_short,1,0,0.0,0,0,0,0,medium,11.48247656671073,6.137521335097646,6693.635925620836,0
qNxrPri1V0I,Learn Machine Learning Like a GENIUS and Not Waste Time,Unknown,1000000,0,0.0,330,55,0.2826086956521739,10,3030.3030303030305,scraped,quarter_old,0,5.802118375377063,very_short,1,0,0.0,0,0,0,0,long,13.815511557963774,8.016747849065725,55048.18825631803,0
hDKCxebp88A,Machine Learning with Python and Scikit-Learn – Full Course,Unknown,843000,0,0.0,365,59,0.1428571428571428,9,2309.5890410958905,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,0,0,0,long,13.64472342322291,7.745257767155255,44124.63667435502,0
yN7ypxC7838,All Machine Learning Models Explained in 5 Minutes | Types of ML Models Basics,Unknown,1500000,0,0.0,1825,78,0.1746031746031746,14,821.917808219178,scraped,old,0,7.509883061154913,very_short,1,0,0.0,0,1,0,0,very_long,14.220976332738882,6.712856327183412,35112.34415883917,0
RfiOYWyT5dI,Machine Learning Specialization Full Course,Unknown,19000,0,0.0,9,43,0.1282051282051282,5,2111.1111111111118,scraped,recent,1,2.302585092994046,very_short,1,0,0.0,0,0,0,0,medium,9.852246888342531,7.655443252869935,6333.333333333333,0
bmmQA8A-yUA,Machine Learning in 2024 – Beginner's Course,Unknown,401000,0,0.0,365,44,0.125,7,1098.6301369863013,scraped,quarter_old,0,5.902633333401366,very_short,1,0,0.0,0,1,0,0,medium,12.901719200051183,7.002729163142058,20989.29929586757,0
Pj0neYUp9Tc,What is Machine Learning? | Machine Learning Basics | Machine Learning Tutorial | Edureka,Unknown,360000,0,0.0,2555,89,0.1388888888888889,14,140.90019569471625,scraped,old,0,7.846198815497425,very_short,1,0,0.0,0,0,0,0,very_long,12.793862088206213,4.95512396326805,7122.083294240376,0
NWONeJKn6kc,Machine Learning Course for Beginners,Unknown,1900000,0,0.0,1460,37,0.1212121212121212,5,1301.3698630136987,scraped,old,0,7.2868764117507,very_short,1,0,0.0,0,0,0,0,medium,14.45736497045232,7.171940855402617,49725.272646070305,0
f_uwKZIAeM0,What is Machine Learning?,Unknown,593000,0,0.0,2920,25,0.1428571428571428,4,203.08219178082192,scraped,old,0,7.979681302387741,very_short,1,0,0.0,0,0,0,0,short,13.292951364319082,5.318522813587831,10973.957341179497,0
znF2U_3Z210,"Machine Learning Explained: A Guide to ML, AI, & Deep Learning",Unknown,25000,0,0.0,8,62,0.2291666666666666,11,3125.0,scraped,recent,1,2.1972245773362196,very_short,1,0,0.0,0,0,0,0,long,10.12667110305036,8.047509510981422,8838.834764831843,0
